serial_number,model,location,status,condition
AGS1013R0JF,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004Q93A,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1005G2ND,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1022R24W,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004Q93C,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004Q93G,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1005M0CT,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1005G2NG,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1022R23S,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1026J0HJ,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004K1F4,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1022R1Q6,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1022R1QD,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1022R1E1,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1022R1F5,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1022R24Z,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1026J0HK,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004Q939,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1003P03P,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004K1FK,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004Q937,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004Q934,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1022R22T,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1003P03N,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1022R1DZ,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004K1FY,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGM1248N0B4,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1026J0H9,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004Q93F,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1018R3K3,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1022R22S,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1022R1Q8,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004Q550,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1026J0HR,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1022R24L,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGM1248N0A1,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004K1FL,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1022R24M,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1022R23X,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004H1HA,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1022R1FM,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1026J0H3,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1026J0H1,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1026C1A7,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004Q931,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1026J0H7,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1003P03M,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004K1F5,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1005G2NX,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1026J0HW,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004K1FN,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1022R1Q4,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1005G2NW,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004E33V,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004Q54F,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004Q93E,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004K1F8,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1003P03G,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004E342,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1018R3JX,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1005K098,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1013R0JL,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004K1F3,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGM1247N0TX,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1004Q53M,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1026J0HT,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGM1247N13U,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGS1018R3JR,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1026E0MM,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1026J0HS,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1026J0HH,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
FNS1005G2N7,DS-SFP-FC-2G-SW,SMD.BOX.022,InStock,USEB
AGA15168J61,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
AGD15178734,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
FNS153406T5,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
FNS153403H9,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
AGD151788KB,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
AGD141721G8,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
FNS153406W3,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
AGD151788KV,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
AGD151786GV,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
AGA15168J4Z,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
AGD151788L0,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
AGD151788KU,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
AGD151788KR,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
AGD151786GX,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
AGD15178786,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
AGD1517872F,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
AGD151786GC,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
FNS153403FT,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
AGA15418HFL,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
FNS14370N0B,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
AGD151786GJ,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
AGD15178784,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,USEB
IPS012547,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,NIB
IPS012546,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,NIB
IPS012544,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,NIB
IPS012543,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,NIB
IPS012542,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,NIB
IPS008326,DS-SFP-FC8G-SW,SMD.BOX.023,InStock,NIB
CAT1130ZKCT,WS-C3750G-24TS-S,8.1.5.3.B,InStock,USEB
FDO1638R097,WS-C3750X-24P-S,8.1.9.2.C,InStock,USEB
FOC1210Y187,WS-C3560G-24PS-S,8.1.8.4.B,InStock,USEB
JAE19170D1Q,WS-C4500X-F-16SFP+,8.1.8.1.B,InStock,USEB
JAE204503BG,WS-C4500X-24X-ES#WS-C4500X-16SFP+,8.1.8.1.B,InStock,USEB
FOC1617V05S,ME-3400EG-2CS-A,8.1.10.2.A,InStock,USEB
FCW1951H0GF,ME-3400EG-2CS-A,8.1.10.2.A,InStock,USEB
AGC1638V7H0,GLC-LH-SM,SMD.BOX.024,InStock,NIB
FNS163902FX,GLC-LH-SM=,SMD.BOX.024,InStock,USEB
FNS12261SUS,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS010L1678,GLC-LH-SM- FAKE,SMD.BOX.025,InStock,PART
H22L047,WS-G5484#GLC-LH-SM- FAKE,SMD.BOX.025,InStock,PART
AGS0923A1GQ,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS1117193R,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS144105N4,GLC-LH-SM,SMD.BOX.025,InStock,USEB
AGC1629V0NG,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS0927F17R,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS13310HJQ,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS15111AEZ,GLC-LH-SM,SMD.BOX.025,InStock,USEB
AGC1249U497,GLC-LH-SM,SMD.BOX.025,InStock,USEB
AGT1121U0ZV,GLC-LH-SM,SMD.BOX.025,InStock,USEB
NS132301R3,GLC-LH-SM- FAKE,SMD.BOX.025,InStock,PART
FNS010L1611,GLC-LH-SM- FAKE,SMD.BOX.025,InStock,PART
P11BR5X,1000BASE-LX/LH,SMD.BOX.025,InStock,USEB
AGC1436U64F,WS-G5486#GLC-LH-SM,SMD.BOX.025,InStock,USEB
AGC1138U892,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS16411D9Z,GLC-LH-SM,SMD.BOX.025,InStock,USEB
AGS0923A1FZ,GLC-LH-SM,SMD.BOX.025,InStock,USEB
AGT1105U3FL,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS15161MNF,GLC-LH-SM,SMD.BOX.025,InStock,USEB
OPA12448240,GLC-LH-SM,SMD.BOX.025,InStock,USEB
OPC15112145,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS17111Z2A,GLC-LH-SM,SMD.BOX.025,InStock,USEB
AGC1539UM0V,GLC-LH-SM=,SMD.BOX.025,InStock,USEB
AGC1539ULYM,GLC-LH-SM#GLC-SX-MM,SMD.BOX.025,InStock,USEB
AGT1105U3H7,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS010L2696,GLC-LH-SM- FAKE,SMD.BOX.025,InStock,PART
AGC1647V0LX,GLC-LH-SM,SMD.BOX.025,InStock,USEB
AGC1510UPE7,WS-G5486=,SMD.BOX.025,InStock,USEB
FNS13520HPJ,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS010L1844,GLC-LH-SM- FAKE,SMD.BOX.025,InStock,PART
AGC1134U43W,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS15111ADH,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS11010TCU,GLC-LH-SM,SMD.BOX.025,InStock,USEB
H11L492,1000BASE-LX,SMD.BOX.025,InStock,USEB
FNS0917F2RR,GLC-LH-SM,SMD.BOX.025,InStock,USEB
OPA15350766,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS163806RY,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS09212196,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS14200Y3Y,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS0917F0PH,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS14200XT9,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS0917F0PL,GLC-LH-SM,SMD.BOX.025,InStock,USEB
OPA15350212,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS16381Y0N,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS14200TXN,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS14200XT3,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS09212143,GLC-LH-SM,SMD.BOX.025,InStock,USEB
AGC1535UQRX,GLC-LH-SM,SMD.BOX.025,InStock,USEB
FNS19470YYQ,GLC-LX-SM-RGD,SMD.BOX.025,InStock,USEA
FNS19091P6M,GLC-LH-SMD,SMD.BOX.026,InStock,NOB
AGA1740RF99,GLC-SX-MMD,SMD.BOX.026,InStock,USEB
FNS17480GW4,GLC-SX-MMD,SMD.BOX.026,InStock,USEB
FNS20220ZNE,GLC-ZX-SMD,SMD.BOX.026,InStock,USEB
AVJ18343E50,GLC-LH-SMD,SMD.BOX.026,InStock,NOB
AVJ183039AB,GLC-LH-SMD,SMD.BOX.026,InStock,USEA
AVJ183039A6,GLC-LH-SMD,SMD.BOX.026,InStock,USEA
AVJ1830399R,GLC-LH-SMD,SMD.BOX.026,InStock,USEA
AVJ18303995,GLC-LH-SMD,SMD.BOX.026,InStock,USEA
AVJ183038G4,GLC-LH-SMD,SMD.BOX.026,InStock,USEA
AVJ1830386P,GLC-LH-SMD,SMD.BOX.026,InStock,USEA
AVJ1830384C,GLC-LH-SMD,SMD.BOX.026,InStock,USEA
AVJ183037W5,GLC-LH-SMD,SMD.BOX.026,InStock,USEA
ACW223209UB,GLC-LH-SMD,SMD.BOX.026,InStock,USEB
AVJ18343E3V,GLC-LH-SMD,SMD.BOX.026,InStock,NOB
FNS18331D9Z,GLC-LH-SMD,SMD.BOX.026,InStock,USEA
FNS18331C14,GLC-LH-SMD,SMD.BOX.026,InStock,USEA
FOC14071Q74,PVDM3-256,SMD.BOX.047,InStock,USEB
FOC15075EK2,PVDM3-256,SMD.BOX.047,InStock,USEC
FOC15201M24,PVDM3-256,SMD.BOX.047,InStock,USEB
FOC15201M39,PVDM3-256,SMD.BOX.047,InStock,USEB
FOC15521FMS,PVDM3-256,SMD.BOX.047,InStock,USEB
FOC14163243,PVDM3-256,SMD.BOX.047,InStock,USEB
FOC16232GT7,PVDM3-256=,SMD.BOX.047,InStock,USEB
FOC1350166V,PVDM3-256,SMD.BOX.047,InStock,USEB
FOC16244EF5,PVDM3-256,SMD.BOX.047,InStock,NOB
FOC07311PEH,WIC-1ADSL-DG=,8.BOX.0046,InStock,USEB
FOC07311Q63,WIC-1ADSL-DG=,8.BOX.0046,InStock,USEB
FOC07311Q0N,WIC-1ADSL-DG=,8.BOX.0046,InStock,USEB
FOC11250PBV,WIC-1ADSL#Không có Model,8.BOX.0046,InStock,USEB
FOC11250PY2,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11241V3Y,WIC-1ADSL=,8.BOX.0046,InStock,USEB
FOC11250PCC,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC114611VQ,WIC-1ADSL=,8.BOX.0046,InStock,USEB
FOC0728052K,WIC-1ADSL=,8.BOX.0046,InStock,USEB
FOC11250PBT,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250NXV,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250PC0,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250PQ1,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250PSD,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11221BEP,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11241V1B,WIC-1ADSL=,8.BOX.0046,InStock,USEB
FOC11355HEA,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC162111ZP,PVDM3-128,SMD.BOX.046,InStock,USEB
FOC11250PY4,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC15120NP6,PVDM3-128,SMD.BOX.046,InStock,USEB
FOC11250PTY,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC150421W2,PVDM3-192,SMD.BOX.046,InStock,USEB
FOC15120NJ3,PVDM3-128,SMD.BOX.046,InStock,USEB
FOC11250PRD,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250P1J,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250PPH,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11241V68,WIC-1ADSL=,8.BOX.0046,InStock,USEB
FOC11250P0L,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250PRC,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11074B51,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250PRX,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC114611QZ,WIC-1ADSL=,8.BOX.0046,InStock,USEB
FOC11373UFP,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11355HCZ,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11355J10,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250NYS,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11221B49,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250NRQ,WIC-1ADSL#WIC 1ADSL,8.BOX.0046,InStock,USEB
FOC11051PR0,WIC-1ADSL=,8.BOX.0046,InStock,USEB
FOC11250PCM,WIC-1ADSL=,8.BOX.0046,InStock,USEB
FOC11250PMS,WIC-1ADSL=,8.BOX.0046,InStock,USEB
FOC11241UPQ,WIC-1ADSL=,8.BOX.0046,InStock,USEB
FOC11221BBE,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250P13,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC1218215E,WIC-1ADSL=,8.BOX.0046,InStock,USEB
FOC08280LS5,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250PQ7,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250P2N,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC13324JCS,WIC-1ADSL=,8.BOX.0046,InStock,USEB
FOC11051PMT,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250NUD,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11074B50,WIC-1ADSL#WIC 1ADSL,8.BOX.0046,InStock,USEB
FOC11250PG8,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11241V3R,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11241V6D,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250PC3,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11221BLS,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250P9J,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250P12,WIC-1ADSL=,8.BOX.0046,InStock,USEB
FOC09272GHP,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11241V51,WIC-1ADSL=,8.BOX.0046,InStock,USEB
FOC11250PBZ,WIC-1ADSL#WIC 1ADSL,8.BOX.0046,InStock,USEB
FOC11250PPS,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC08310QMM,WIC-1ADSL#WIC 1ADSL,8.BOX.0046,InStock,USEB
FOC11250NJB,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250NM6,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC13495C4J,WIC-1ADSL=,8.BOX.0046,InStock,USEB
FOC11250P0F,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250NFH,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11373USM,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250PEP,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC13324JD4,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC09302ZBM,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC124643N6,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250PSL,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11221BPR,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11241V41,WIC-1ADSL=,8.BOX.0046,InStock,USEB
FOC11241UQC,WIC-1ADSL=,8.BOX.0046,InStock,USEB
FOC11355J0N,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC09041XYQ,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250P0Q,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC11250PTJ,WIC-1ADSL,8.BOX.0046,InStock,USEB
FOC103549F5,WIC-1ADSL,8.BOX.0046,InStock,USEB
FCW1927H0BW,ME-3400EG-2CS-A,8.1.10.2.A,InStock,USEB
FOC18178FV9,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC18111DFS,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC17211W3T,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC17211W0H,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC16415L0E,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC18101ZDN,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC143641DU,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC16285QQ2,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC16302HFH,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC16367800,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC162633BG,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC16367841,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC1632483E,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC15130ZFW,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC174242KX,PVDM3-64=,SMD.BOX.045,InStock,USEB
FOC16415L0G,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC162633AD,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC16415L34,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC153532M9,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC15130Z1A,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC15130ZDY,PVDM3-64,SMD.BOX.045,InStock,USEB
FOC0621Y2JB,WS-C2950G-24-EI-DC,8.1.8.1.C,InStock,USEB
GB0215250286,EX3300-48P REV C,8.1.8.1.C,InStock,USEB
NJ040004656,SILKWORM 3250,8.1.8.1.C,InStock,USEB
RJR0063001476,SWR224G4,8.1.8.1.C,InStock,USEB
RJT00H301046,SRW2048-AU,8.1.8.1.C,InStock,USEB
CV0211261790,EX2200-24P-4G,8.1.8.1.C,InStock,USEB
JAB0528800R,CISCO3640,8.1.8.1.C,InStock,USEB
SG3125F00K,J9437A,8.1.8.1.B,InStock,USEB
FOC19220SW5,SM-ES2-16-P,8.3.7.1.B,InStock,NOB
FOC181420XP,RPS-ADPTR-2911,8.3.7.1.B,InStock,NOB
FOC17083GQD,RPS-ADPTR-2911=,8.3.7.1.B,InStock,NOB
FOC162011L7,RPS-ADPTR-2911=,8.3.7.1.B,InStock,NOB
IPS008648,ACS-3900-RM-19,8.3.7.1.B,InStock,NIB
IPS008650,ACS-3900-RM-19,8.3.7.1.B,InStock,NIB
IPS001065,ACS-3900-RM-19=,8.3.7.1.B,InStock,NIB
IPS001064,ACS-3900-RM-19=,8.3.7.1.B,InStock,NIB
IPS001063,ACS-3900-RM-19=,8.3.7.1.B,InStock,NIB
IPS008647,ACS-3900-RM-19,8.3.7.1.B,InStock,NIB
IPS001062,ACS-3900-RM-19=,8.3.7.1.B,InStock,NIB
IPS001061,ACS-3900-RM-19=,8.3.7.1.B,InStock,NIB
IPS008646,ACS-3900-RM-19,8.3.7.1.B,InStock,NIB
IPS001051,ACS-3900-RM-19=,8.3.7.1.B,InStock,NIB
IPS001052,ACS-3900-RM-19=,8.3.7.1.B,InStock,NIB
IPS001053,ACS-3900-RM-19=,8.3.7.1.B,InStock,NIB
IPS001054,ACS-3900-RM-19=,8.3.7.1.B,InStock,NIB
IPS001055,ACS-3900-RM-19=,8.3.7.1.B,InStock,NIB
IPS001056,ACS-3900-RM-19=,8.3.7.1.B,InStock,NIB
IPS008644,ACS-3900-RM-19,8.3.7.1.B,InStock,NIB
IPS001060,ACS-3900-RM-19=,8.3.7.1.B,InStock,NIB
IPS001059,ACS-3900-RM-19=,8.3.7.1.B,InStock,NIB
IPS001058,ACS-3900-RM-19=,8.3.7.1.B,InStock,NIB
IPS001057,ACS-3900-RM-19=,8.3.7.1.B,InStock,NIB
SAL1647SQZR,12410E-SFC,8.3.7.1.A,InStock,NIB
IPS010639,PWR-ADPT,8.3.7.1.C,InStock,NIB
IPS010641,PWR-ADPT,8.3.7.1.C,InStock,NIB
IPS010648,PWR-ADPT,8.3.7.1.C,InStock,NIB
IPS010645,PWR-ADPT,8.3.7.1.C,InStock,NIB
IPS010650,PWR-ADPT,8.3.7.1.C,InStock,NIB
IPS010642,PWR-ADPT,8.3.7.1.C,InStock,NIB
IPS010643,PWR-ADPT,8.3.7.1.C,InStock,NIB
IPS010651,PWR-ADPT,8.3.7.1.C,InStock,NIB
IPS010638,PWR-ADPT,8.3.7.1.C,InStock,NIB
IPS010649,PWR-ADPT,8.3.7.1.C,InStock,NIB
IPS010647,PWR-ADPT,8.3.7.1.C,InStock,NIB
IPS010640,PWR-ADPT,8.3.7.1.C,InStock,NIB
IPS010646,PWR-ADPT,8.3.7.1.C,InStock,NIB
IPS010644,PWR-ADPT,8.3.7.1.C,InStock,NIB
IPS007882,ACS-2811RM-19=,8.3.7.1.C,InStock,NIB
IPS001067,ACS-2811RM-19=,8.3.7.1.C,InStock,NIB
IPS007884,ACS-2811RM-19=,8.3.7.1.C,InStock,NIB
IPS009035,CAB-RPS2300-E,8.3.7.1.D,InStock,USEB
IPS009037,CAB-RPS2300,8.3.7.1.D,InStock,USEB
IPS009036,CAB-RPS2300,8.3.7.1.D,InStock,USEB
IPS009038,CAB-RPS2300,8.3.7.1.D,InStock,USEB
FOC14072CF0,SM-NM-ADPTR,8.3.7.1.D,InStock,NOB
FOC15461YUD,SM-NM-ADPTR,8.3.7.1.D,InStock,NOB
FOC151252VU,SM-NM-ADPTR=,8.3.7.1.D,InStock,NOB
FOX1917P3TA,N3K-C3048-FAN,8.3.7.2.A,InStock,NIB
50333,4042871.1350#BEYERDYNAMIC QUINTA MU21,8.3.7.2.C,InStock,NOB
IPS009855,HP-NC510F,8.3.7.2.C,InStock,NOB
IPS009034,3G-CAB-LMR240-75,8.3.7.2.D,InStock,USEB
IPS009033,3G-CAB-LMR240-75,8.3.7.2.D,InStock,USEB
IPS009032,3G-CAB-LMR240-75,8.3.7.2.D,InStock,USEB
IPS009030,3G-CAB-LMR240-75,8.3.7.2.D,InStock,USEB
IPS009031,3G-CAB-LMR240-75,8.3.7.2.D,InStock,USEB
IPS007885,3G-CAB-ULL-20=,8.3.7.2.D,InStock,NOB
FOC23164F0B,C9300-NM-8X,8.3.7.3.B,InStock,NIB
FOC23164JCJ,C9300-NM-8X,8.3.7.3.B,InStock,NIB
FOC23164JU5,C9300-NM-8X,8.3.7.3.B,InStock,NIB
FOC23164H7Q,C9300-NM-8X,8.3.7.3.B,InStock,NIB
FOC23164HBW,C9300-NM-8X,8.3.7.3.B,InStock,NIB
